YCC,YCC Pub Date,      ,YCC Categories,Ad Name,Ad set,Campaign,Link,Amount Spent (USD),Ad ID,Reach,Post Engagement,Post Shares,Landing Page Views,Cost/Engagement,Cost/Share,Cost/LPV,Relevance Score,Engagements per 1k reached,Landing Page Views per 1k reach,FB Copy,FB Title,FB post link,End Date
The Cornhusker State's corn is at risk,10/26/2017,Daisy Simmons,Food & Agriculture,"2017-10-26 Yale Climate Connections -- By the end of the century, the climate in Nebraska cou...",#N/A,#N/A,https://www.yaleclimateconnections.org/2017/10/as-the-climate-warms-the-cornhusker-states-corn-is-at-risk/,$321.11,6078889262294,"32,902","6,559","1,118",239,$0.0490,$0.287,$1.34,,199.350,7,"By the end of the century, the climate in Nebraska could be more like southern Oklahoma — bad news for corn and soybean growers.","As the climate warms, the Cornhusker State's corn is at risk ",https://www.facebook.com/130268756992804/posts/1681387291880935/,11/4/2017
Rising seas threaten FL state revenues,11/7/2016,"Sara Peach, sea level rise","Economics, Sea Level Rise",2016-11-07 Yale Climate Connections -- Florida relies heavily on its property taxes because i...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/11/rising-seas-threaten-fl-state-revenues/,$25.24,6059440150894,"5,538",827,133,,$0.0305,$0.190,#DIV/0!,,149.332,0,"Florida relies heavily on its property taxes because it does not collect income tax.  Dick Jacobs, a retired Florida tax attorney views sea-level rise as a serious threat to the state’s property tax based economy.  Listen in for more on preventing climate change from washing away Florida’s largest revenue.",Rising Seas Could Swallow Florida’s Tax Base,https://www.facebook.com/130268756992804/posts/1317185268301141/,12/4/2016
Wisconsin walleyes feeling the climate heat,7/10/2017,"ecosystems, Samantha Harrington",Ecosystems,2017-07-10 Yale Climate Connections -- Global warming is putting pressure on what fishermen s...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/07/wisconsin-walleyes-feeling-the-climate-heat/,$44.11,6072208486494,"19,852","2,025",296,181,$0.0218,$0.149,$0.24,,102.005,9,Global warming is putting pressure on what fishermen say is one of the tastiest fish in the world.,Global warming has Wisconsin’s iconic walleyes in distress,https://www.facebook.com/130268756992804/posts/1575581752461490/,8/4/2017
"Wind energy now competitive, bipartisan",7/29/2016,"Bruce Lieberman, wind energy","Economics, Energy, Policy","As the general election season officially kicks off in the US, listen in to h...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/07/wind-energy-now-competitive-bipartisan/,$15.45,6053942036694,"2,452",200,28,,$0.0773,$0.552,#DIV/0!,,81.566,0,"As the general election season officially kicks off in the US, listen in to hear why #windenergy is a #bipartisan issue.","Wind energy competitive, bipartisan",https://www.facebook.com/130268756992804/posts/1223867954299540/,8/4/2016
"When climate changes, moose move in",7/20/2016,"Alaska, David Appell, moose",Ecosystems,"As the climate changes in Alaska, moose are changing their habitat and are no...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/07/when-climate-changes-moose-move-in/,$28.94,6053454675294,"5,904",372,59,,$0.0778,$0.491,#DIV/0!,,63.008,0,"As the climate changes in Alaska, moose are changing their habitat and are now present across the state. Hear more about the migration of these majestic animals on today's episode.","When climate changes, moose move in ",https://www.facebook.com/130268756992804/posts/1217979871555015/,8/4/2016
Perfect lawns can make climate change worse,4/19/18 7:00,Samantha Harrington,"Energy, Food &amp; Agriculture","2018-04-19 Yale Climate Connections -- With a more climate-friendly yard, you’ll have less la...",#N/A,#N/A,https://www.yaleclimateconnections.org/2018/04/how-perfect-lawns-can-make-climate-change-worse/,$20.38,6088084481094,"7,536","1,294",205,195,$0.0157,$0.099,$0.10,,171.709,26,"With a more climate-friendly yard, you’ll have less lawn to mow.",How perfect lawns can make climate change worse,https://www.facebook.com/130268756992804/posts/1867523396600656/,5/4/2018
How family size shapes your carbon footprint,3/29/19 7:05,Craig K. Chandler,"Feature Article, Religion &amp; Morality",2019-04-24 Yale Climate Connections -- Farmer Leah Penniman of Soul Fire Farm says supporting...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/04/leah-penniman-reclaims-a-farming-legacy/,$57.79,6115087880094,"6,818","1,313",119,38,$0.0440,$0.486,$1.52,9,192.578,6,Farmer Leah Penniman of Soul Fire Farm says supporting aspiring farmers of color is one step toward creating a more just food system — and one that is better prepared for climate change:,Leah Penniman is helping people of color reclaim a farming legacy ,https://www.facebook.com/130268756992804/posts/2412468528772804/,5/4/2019
Pumped storage could help put more wind and solar on the grid,12/12/18 7:05,Peter Sinclair,Energy,"2018-12-13 Yale Climate Connections -- To convert the grid to renewable energy, we'll need a ...",#N/A,#N/A,https://www.yaleclimateconnections.org/2018/12/energy-storage-options-for-renewables/,$85.08,6105366459694,"7,294","1,301",165,161,$0.0654,$0.516,$0.53,7,178.366,22,"To convert the grid to renewable energy, we'll need a way to store it.

https://www.yaleclimateconnections.org/2018/12/energy-storage-options-for-renewables/",Energy-storage options for renewables » New video by Peter Sinclair,https://www.facebook.com/130268756992804/posts/2207496765936649/,1/4/2019
Two scientists' upbeat views on Marrakech,11/17/2016,"2016 presidential election, Bud Ward, COP22, Donald Trump, Peter Sinclair",Policy,2016-11-18 Yale Climate Connections -- Two scientists who participated in a recent global cli...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/11/two-scientists-upbeat-views-on-marrakech/,$14.51,6060097890494,"1,684",201,25,,$0.0722,$0.580,#DIV/0!,,119.359,0,"Two scientists who participated in a recent global climate change meeting (COP22) in Marrakech, Morocco, come across in a new Yale Climate Connections video as hopeful, bordering on optimistic, about continued international efforts to address the problem.",Two Scientists' Upbeat Views on Marrakech,https://www.facebook.com/130268756992804/posts/1332459260107075/,12/4/2016
Wind power is getting more efficient,8/30/18 7:00,Bruce Lieberman,"Energy, Jobs &amp; Economy","2018-08-30 Yale Climate Connections -- Over the past decade, wind power generation in the U.S...",#N/A,#N/A,https://www.yaleclimateconnections.org/2018/08/wind-power-is-getting-more-efficient/,$49.42,6097659635294,"10,566","2,614",237,70,$0.0189,$0.209,$0.71,9,247.397,7,"Over the past decade, wind power generation in the U.S. has tripled.",Wind power is getting more efficient,https://www.facebook.com/130268756992804/posts/2056234654396195/,9/4/2018
The [Olympics] year the rain forest burned,8/16/2016,"Amazon, Dan Grossman, drought, rain forest fires","Ecosystems, Feature Article, Science, Sustainability",Near-record early Amazon forest fires - not far from the Rio Olympics and com...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/08/the-olympics-year-the-rain-forest-burned/,$10.65,6054971353094,"2,761",205,39,,$0.0520,$0.273,#DIV/0!,,74.248,0,Near-record early Amazon forest fires - not far from the Rio Olympics and coming on top of recent droughts - raise concerns that 'we're in a different regime.',The [Olympics] Year the Rain Forest Burned - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1238145699538432/,9/4/2016
How family size shapes your carbon footprint,3/29/19 7:05,Craig K. Chandler,"Feature Article, Religion &amp; Morality",2019-04-18 Yale Climate Connections -- Carbon pollution from fossil fuels is contributing to:...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/04/ocean-advocates-worry-about-the-climate/,$24.10,6114658472094,"2,362",568,76,3,$0.0424,$0.317,$8.03,9,240.474,1,"Carbon pollution from fossil fuels is contributing to: 
 ✅ ocean acidification 
 ✅ the loss of marine oxygen 
 ✅ sea-level rise","For ocean advocates, climate change used to be a side issue. Not anymore. >> by Daisy Simmons",https://www.facebook.com/130268756992804/posts/2400711323281858/,5/4/2019
Georgia Republican champions solar energy,10/10/2016,"Sara Peach, solar energy",Energy,2016-10-13 Yale Climate Connections -- Solar energy is not a partisan issue according to Laur...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/10/georgia-republican-champions-solar-energy/,$9.05,6058169128494,"1,999",252,24,,$0.0359,$0.377,#DIV/0!,,126.063,0,"Solar energy is not a partisan issue according to Lauren ‘Bubba’ McDonald, a lifelong Republican, chairman of the Georgia Public Service Commission and one of Georgia’s biggest advocates for solar energy.  He recently directed the state’s power utility to add 525 megawatts of solar power to its energy mix over the next three years.  Listen to the full story on today's episode of the Yale Climate Connections Radio Show  #solar #climatechange #renewableenergy",Georgia Republican champions solar energy ,https://www.facebook.com/130268756992804/posts/1290092617677073/,11/4/2016
Man makes game of saving energy,8/17/2017,"energy, Sara Peach",Energy,2017-08-17 Yale Climate Connections -- What if you made saving energy into a game? That’s wha...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/08/man-makes-game-of-saving-energy/,$279.42,6073958220694,"61,285","5,484",377,2052,$0.0510,$0.741,$0.14,,89.484,33,"What if you made saving energy into a game? That’s what David Herbert did, and he’s saving hundreds on beating the meter.",Man cuts his utility bill down to $15 a month ,https://www.facebook.com/130268756992804/posts/1615035401849458/,9/4/2017
